table_name,alias,column_name,column_alias
SAM_MATRICULA,MAT,DNV,DNV
SAM_MATRICULA,MAT,DATAEXPEDICAORG,DATA_EXPED_RG
SAM_MATRICULA,MAT,DATANASCIMENTO,DATA_NASCIMENTO
SAM_MATRICULA,MAT,DATAINGRESSO,DATA_PRIMEIRA_ADESAO
SAM_MATRICULA,MAT,RG,RG_BENEFICIARIO
SAM_MATRICULA,MAT,SEXO,SEXO
SAM_MATRICULA,MAT,MATRICULA,MATRICULA_UNICA
SAM_MATRICULA,MAT,ORGAOEMISSOR,ORGAO_EMISSOR_RG
SAM_MATRICULA,MAT,DATAFALECIMENTO,DATA_FALECIMENTO
SAM_MATRICULA,MAT,PISPASEP,PISPASEP
SAM_MATRICULA,MAT,NOMEMAE,NOME_MAE
PAISES,PAI,HANDLE,NACIONALIDADE
PAISES,PAIRG,HANDLE,PAIS_RG
PAISES,PAISRG,HANDLE,PAIS_RG
ESTADOS,ESTRG,HANDLE,ESTADOEMISSOR
ESTADOS,ESTRG,SIGLA,UF_RG
SFN_PESSOA,SFNP,HANDLE,HANDLE_PESSOA
SAM_BENEFICIARIO,FBEN,HANDLE,HANDLE_BENEFICIARIO
SAM_CBO,CBO,HANDLE,CBO
SAM_CBO,CBO,ESTRUTURA,CBO
SAM_CONVENIO,CONV,HANDLE,CONVENIO
SAM_CONVENIO,CONV,DESCRICAO,CONVENIO
SAM_ESTADOCIVIL,ESTCIV,HANDLE,ESTADO_CIVIL
SAM_ESTADOCIVIL,ESTCIV,DESCRICAO,ESTADO_CIVIL
SAM_CONTRATO_TPDEP,CONTTPDEP,HANDLE,IDADE_MAXIMA
SAM_TIPODEPENDENTE,TPDEP,HANDLE,TIPO_DEPENDENTE
SAM_TIPODEPENDENTE,TPDEP,DESCRICAO,TIPO_DEPENDENTE
SAM_TIPODEPENDENTE,TPDEP,CODIGOANS,COD_GRAU_DEPEND_ANS
SAM_MOTIVOCANCELAMENTO,MCAN,HANDLE,MOTIVO_CANCELAMENTO
SAM_MOTIVOCANCELAMENTO,MCAN,DESCRICAO,MOTIVO_CANCELAMENTO
SAM_PLANO,PLA,HANDLE,ID_PLANO
SAM_PLANO,PLA,CODIGO,CODIGO_PLANO
SAM_ENDERECO,ENDR,HANDLE,ENDERECO_RESIDENCIAL
SAM_ENDERECO,ENDR,BAIRRO,BAIRRO
SAM_ENDERECO,ENDR,CEP,CEP
SAM_ENDERECO,ENDR,COMPLEMENTO,COMPLEMENTO
SAM_ENDERECO,ENDR,DDD1,DDD
SAM_ENDERECO,ENDR,LOGRADOURO,ENDERECO
SAM_ENDERECO,ENDR,NUMERO,NUMERO
SAM_ENDERECO,ENDC,HANDLE,ENDERECO_CORRESPONDENCIA
SAM_ENDERECO,ENDC,BAIRRO,BAIRRO_CORRESP
SAM_ENDERECO,ENDC,CEP,CEP_CORRESP
SAM_ENDERECO,ENDC,COMPLEMENTO,COMPLEMENTO_CORRESP
SAM_ENDERECO,ENDC,LOGRADOURO,ENDERECO_CORRESP
SAM_ENDERECO,ENDC,NUMERO,NUMERO_CORRESP
ESTADOS,ESTR,HANDLE,ESTADO
ESTADOS,ESTR,SIGLA,UF
ESTADOS,ESTC,HANDLE,ESTADO_CORRESP
ESTADOS,ESTC,SIGLA,UF_CORRESP
SAM_UNIMED,UNIO,HANDLE,UNIMED_ORIGEM
SAM_UNIMED,UNIO,CODIGO,UNI_ORIGEM
SFN_PESSOA,UNIO_PES,HANDLE,UNIMED_ORIGEM_PESSOA
SFN_PESSOA,UNIO_PES,NOME,UNI_ORIGEM_RAZAOSOCIAL
SAM_POLITICA,POL,HANDLE,POLITICA
SAM_POLITICA,POL,DESCRICAO,POLITICA
SFN_PESSOA,CPES,HANDLE,CPES
SFN_PESSOA,LPES,HANDLE,LPES
SAM_ENDERECO,ENDUNIO,HANDLE,ENDERECO_UNIMED_ORIGEM
ESTADOS,ESTUNIO,HANDLE,ESTADO_UNIMED_ORIGEM
ESTADOS,ESTUNIO,SIGLA,UF_UNI_ORIGEM
SAM_CAMARACOMPENSACAO_PREST,CAMCOMpre,HANDLE,CAMARA_COMPENSACAO_PREST
SAM_CAMARACOMPENSACAO,CAMCOM,HANDLE,CAMARA_COMPENSACAO
SAM_CAMARACOMPENSACAO,CAMCOM,DESCRICAO,UNI_ORIGEM_CAMARA_COMPENSACAO
SAM_CAMARACOMPENSACAO,CAMCOM,TIPOCAMARA,UNI_ORIGEM_TIPO_CAMARA_COMP
SAM_BENEFICIARIO_MOD_REPASSE,SBMR1,HANDLE,REPASSE
SAM_BENEFICIARIO_MOD_REPASSE,SBMR1,DATAINICIAL,DATA_INICIO_REPASSE
SAM_BENEFICIARIO_MOD_REPASSE,SBMR1,DATAFINAL,DATA_FINAL_REPASSE
SAM_BENEFICIARIO_MOD,SBMO1,HANDLE,REPASSE
SAM_BENEFICIARIO_MOD_REPASSE,SBMR2,HANDLE,REPASSE
SAM_BENEFICIARIO_MOD,SBMO2,HANDLE,REPASSE
SAM_BENEFICIARIO_HISTORICO,BHI,HANDLE,REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI,DATAATIVACAO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI2,HANDLE,REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI2,DATAATIVACAO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI3,HANDLE,REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI3,DATAATIVACAO,DATA_REATIVACAO
SAM_BENEFICIARIO_MOD,BENMODI,HANDLE,UNIMED_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI,HANDLE,UNIMED_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI,UNIMEDDESTINO,UNIMED_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI2,HANDLE,UNIMED_DESTINO
SAM_BENEFICIARIO_MOD,BENMODI2,HANDLE,UNIMED_DESTINO
SAM_UNIMED,UNIDESI,HANDLE,UNIMED_DESTINO
SAM_UNIMED,UNIDESI,CODIGO,UNI_DESTINO
SFN_PESSOA,UNIDES_PESI,HANDLE,UNIMED_DESTINO_PESSOA
SFN_PESSOA,UNIDES_PESI,NOME,UNI_DESTINO_RAZAOSOCIAL
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,HANDLE,CARTAO_IDENTIFICACAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAFINALVALIDADE,DATA_VALID_CARTEIRA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAGERACAO,DATA_GERAC_CARTEIRA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAEMISSAO,DATA_EMISS_CARTEIRA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAINICIALVALIDADE,DATA_INICIAL_VALIDADE
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAFINALVALIDADE,DATA_FINAL_VALIDADE
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,VALORFATURADO,VALOR_FATURADO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,NUMERO,NUMERO_FATURA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,SITUACAO,SITUACAO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,SITUACAOATUALIZADADOS,SITUACAO_ATUALIZACAO_DADOS
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DV,DV_CARTAO_BENEF
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,VIA,VIA_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,TIPO_CARTAO,TIPO_CARTAO
SAM_CONTRATO_TIPOCARTAO,CTP,HANDLE,TIPO_CARTAO
SAM_TIPOCARTAO,TP,HANDLE,TIPO_CARTAO
SAM_TIPOCARTAO,TP,DESCRICAO,TIPO_CARTAO
SFN_FATURA,FAT,HANDLE,FATURA
SFN_FATURA,FAT,NUMERO,NUMERO_FATURA
SAM_ROTINACARTAO_CARTAO,RCC,HANDLE,ROTINA_CARTAO_CARTAO
SAM_ROTINACARTAO_CARTAO,RCC,CARTAOIDENTIFICACAO,ROTINA_CARTAO_CARTAO
SAM_ROTINACARTAO,RC,HANDLE,ROTINA_CARTAO
SAM_ROTINACARTAO,RC,DESCRICAO,DESCRICAO_ROTINA_CARTAO
SAM_BENEFICIARIO,BEN,CODIGO_UNI_PAG,CODIGO_UNI_PAG
SAM_BENEFICIARIO,BEN,CODIGO_BENEFICIARIO,CODIGO_BENEFICIARIO
SAM_BENEFICIARIO,BEN,CODIGO_ORIGEM,CODIGO_ORIGEM
SAM_BENEFICIARIO,BEN,DATA_ADESAO,DATA_ADESAO
SAM_BENEFICIARIO,BEN,DATA_PRIM_ADESAO_BENEF,DATA_PRIM_ADESAO_BENEF
SAM_BENEFICIARIO,BEN,DATA_ATENDIMENTO_ATE,DATA_ATENDIMENTO_ATE
SAM_BENEFICIARIO,BEN,DATA_ULTIMA_ATU_CADASTRAL,DATA_ULTIMA_ATU_CADASTRAL
SAM_BENEFICIARIO,BEN,DATA_ADAPTACAO,DATA_ADAPTACAO
SAM_BENEFICIARIO,BEN,IDADE_ADAPTACAO,IDADE_ADAPTACAO
SAM_BENEFICIARIO,BEN,DIAS_COMPRA_CARENCIA,DIAS_COMPRA_CARENCIA
SAM_BENEFICIARIO,BEN,EMAIL,EMAIL
SAM_BENEFICIARIO,BEN,SEQUENCIA,SEQUENCIA
SAM_BENEFICIARIO,BEN,CCO,CCO
SAM_BENEFICIARIO,BEN,CCO_DV,CCO_DV
SAM_BENEFICIARIO,BEN,K_EMAIL_ZENITE,K_EMAIL_ZENITE
SAM_BENEFICIARIO,BEN,K_TELEFONE1_ZENITE,K_TELEFONE1_ZENITE
SAM_BENEFICIARIO,BEN,K_TELEFONE2_ZENITE,K_TELEFONE2_ZENITE
SAM_BENEFICIARIO,BEN,K_EMAIL_IRIS,K_EMAIL_IRIS
SAM_BENEFICIARIO,BEN,K_EMAIL_IW,K_EMAIL_IW
SAM_BENEFICIARIO,BEN,K_TELEFONE1_IW,K_TELEFONE1_IW
SAM_BENEFICIARIO,BEN,K_TELEFONE2_IW,K_TELEFONE2_IW
SAM_BENEFICIARIO,BEN,K_TELEFONE3_IW,K_TELEFONE3_IW
SAM_BENEFICIARIO,BEN,K_TELEFONE4_IW,K_TELEFONE4_IW
SAM_BENEFICIARIO,BEN,K_EMAIL_SAC,K_EMAIL_SAC
SAM_BENEFICIARIO,BEN,K_TELEFONE_RES_SAC,K_TELEFONE_RES_SAC
SAM_BENEFICIARIO,BEN,K_TELEFONE_CONTATO_SAC,K_TELEFONE_CONTATO_SAC
SAM_BENEFICIARIO,BEN,K_TELEFONE_CELULAR_SAC,K_TELEFONE_CELULAR_SAC
SAM_BENEFICIARIO,BEN,BENEFICIARIO,BENEFICIARIO
SAM_BENEFICIARIO,BEN,NAO_TEM_CARENCIA,NAO_TEM_CARENCIA
SAM_BENEFICIARIO,BEN,SOFREU_ADAPTACAO,SOFREU_ADAPTACAO
SAM_BENEFICIARIO,BEN,ORIGEM,ORIGEM
SAM_BENEFICIARIO,BEN,BLOQUEAR_RECAD_BIO_AUT_WEB,BLOQUEAR_RECAD_BIO_AUT_WEB
SAM_BENEFICIARIO,BEN,DATA_CANCELAMENTO,DATA_CANCELAMENTO
SAM_BENEFICIARIO,BEN,MOTIVO_CANC,MOTIVO_CANC
SAM_BENEFICIARIO,BEN,MATRIC_BEN_EMPRESA,MATRIC_BEN_EMPRESA
SAM_BENEFICIARIO,BEN,MOTIVO_INCLUSAO,MOTIVO_INCLUSAO
SAM_BENEFICIARIO,BEN,ORIGEM_CARENCIA,ORIGEM_CARENCIA
SAM_BENEFICIARIO,BEN,HANDLE_FAMILIA,HANDLE_FAMILIA
SAM_BENEFICIARIO,BEN,HANDLE_CONTRATO,HANDLE_CONTRATO
SAM_BENEFICIARIO,BEN,HANDLE_TITULARRESPONSAVEL,HANDLE_TITULARRESPONSAVEL
SAM_BENEFICIARIO,BEN,HANDLE_PESSOARESPONSAVEL,HANDLE_PESSOARESPONSAVEL
SAM_BENEFICIARIO,BEN,HANDLE_LOTACAO,HANDLE_LOTACAO
SAM_BENEFICIARIO,BEN,LOCAL_FATURAMENTO,LOCAL_FATURAMENTO
SAM_CONTRATO,CON,HANDLE,ID_CONTRATANTE
SAM_CONTRATO,CON,CONTRATO,CONTRATO
SAM_CONTRATO,CON,CONTRATANTE,CONTRATANTE
SAM_CONTRATO,CON,DATA_ADESAO_CONTRATO,DATA_ADESAO_CONTRATO
SAM_CONTRATO,CON,DATA_CANC_CONTRATO,DATA_CANC_CONTRATO
SAM_CONTRATO,CON,INTERCAMBIO,INTERCAMBIO
SAM_CONTRATO,CON,LOCAL_FATURAMENTO,LOCAL_FATURAMENTO
SAM_CONTRATO,CON,UNI_ORIGEM,UNI_ORIGEM
SAM_FAMILIA,FAM,HANDLE,ID_FAMILIA
SAM_FAMILIA,FAM,FAMILIA,CODIGO_FAMILIA
SAM_FAMILIA,FAM,DATA_ADESAO_FAMILIA,DATA_ADESAO_FAMILIA
SAM_FAMILIA,FAM,DATA_VENDA_FAMILIA,DATA_VENDA_FAMILIA
SAM_FAMILIA,FAM,DATA_INICIO_INAT_FAMILIA,DATA_INICIO_INAT_FAMILIA
SAM_FAMILIA,FAM,DATA_CANCELAMENTO_FAMILIA,DATA_CANCELAMENTO_FAMILIA
SAM_FAMILIA,FAM,DATA_INCLUSAO_FAMILIA,DATA_INCLUSAO_FAMILIA
SAM_FAMILIA,FAM,DATA_ULTIMO_REAJUSTE_FAMILIA,DATA_ULTIMO_REAJUSTE_FAMILIA
SAM_FAMILIA,FAM,NUM_PROPOSTA_FAMILIA,NUM_PROPOSTA_FAMILIA
SAM_FAMILIA,FAM,DIA_COBRANCA,DIA_COBRANCA
SAM_FAMILIA,FAM,SITUACAO_FAMILIA,SITUACAO_FAMILIA
SAM_FAMILIA,FAM,COBRANCA_MES_SEGUINTE,COBRANCA_MES_SEGUINTE
SAM_FAMILIA,FAM,HANDLE_TITULARRESPONSAVEL,HANDLE_TITULARRESPONSAVEL
SAM_FAMILIA,FAM,HANDLE_PESSOARESPONSAVEL,HANDLE_PESSOARESPONSAVEL
SAM_FAMILIA,FAM,HANDLE_LOTACAO,HANDLE_LOTACAO
SAM_FAMILIA,FAM,USUARIO_INCLUSAO_FAMILIA,USUARIO_INCLUSAO_FAMILIA
SAM_MATRICULA,MAT,HANDLE,HANDLE_MATRICULA
SAM_MATRICULA,MAT,CPF,CPF_BENEFICIARIO
SAM_MATRICULA,MAT,DATA_INGRESSO,DATA_INGRESSO
SAM_MATRICULA,MAT,CARTAO_NACIONAL_SAUDE,CARTAO_NACIONAL_SAUDE
SAM_MATRICULA,MAT,DNV,DNV
SAM_MATRICULA,MAT,DATA_EXPED_RG,DATA_EXPED_RG
SAM_MATRICULA,MAT,DATA_NASCIMENTO,DATA_NASCIMENTO
SAM_MATRICULA,MAT,DATA_PRIMEIRA_ADESAO,DATA_PRIMEIRA_ADESAO
SAM_MATRICULA,MAT,RG,RG_BENEFICIARIO
SAM_MATRICULA,MAT,SEXO,SEXO
SAM_MATRICULA,MAT,MATRICULA_UNICA,MATRICULA_UNICA
SAM_MATRICULA,MAT,ORGAO_EMISSOR_RG,ORGAO_EMISSOR_RG
SAM_MATRICULA,MAT,DATA_FALECIMENTO,DATA_FALECIMENTO
SAM_MATRICULA,MAT,PISPASEP,PISPASEP
SAM_MATRICULA,MAT,NOME_MAE,NOME_MAE
PAISES,PAI,HANDLE,NACIONALIDADE
PAISES,PAIRG,HANDLE,PAIS_RG
PAISES,PAISRG,HANDLE,PAIS_RG
ESTADOS,ESTRG,HANDLE,ESTADOEMISSOR
ESTADOS,ESTRG,SIGLA,UF_RG
SFN_PESSOA,SFNP,HANDLE,HANDLE_PESSOA
SAM_BENEFICIARIO,FBEN,HANDLE,HANDLE_BENEFICIARIO
SAM_CBO,CBO,HANDLE,CBO
SAM_CBO,CBO,ESTRUTURA,CBO
SAM_CONVENIO,CONV,HANDLE,CONVENIO
SAM_CONVENIO,CONV,DESCRICAO,CONVENIO
SAM_ESTADOCIVIL,ESTCIV,HANDLE,ESTADO_CIVIL
SAM_ESTADOCIVIL,ESTCIV,DESCRICAO,ESTADO_CIVIL
SAM_CONTRATO_TPDEP,CONTTPDEP,HANDLE,IDADE_MAXIMA
SAM_TIPODEPENDENTE,TPDEP,HANDLE,TIPO_DEPENDENTE
SAM_TIPODEPENDENTE,TPDEP,DESCRICAO,TIPO_DEPENDENTE
SAM_TIPODEPENDENTE,TPDEP,CODIGOANS,COD_GRAU_DEPEND_ANS
SAM_MOTIVOCANCELAMENTO,MCAN,HANDLE,MOTIVO_CANCELAMENTO
SAM_MOTIVOCANCELAMENTO,MCAN,DESCRICAO,MOTIVO_CANCELAMENTO
SAM_PLANO,PLA,HANDLE,ID_PLANO
SAM_PLANO,PLA,CODIGO,CODIGO_PLANO
SAM_ENDERECO,ENDR,HANDLE,ENDERECO_RESIDENCIAL
SAM_ENDERECO,ENDR,BAIRRO,BAIRRO
SAM_ENDERECO,ENDR,CEP,CEP
SAM_ENDERECO,ENDR,COMPLEMENTO,COMPLEMENTO
SAM_ENDERECO,ENDR,DDD1,DDD
SAM_ENDERECO,ENDR,LOGRADOURO,ENDERECO
SAM_ENDERECO,ENDR,NUMERO,NUMERO
SAM_ENDERECO,ENDC,HANDLE,ENDERECO_CORRESPONDENCIA
SAM_ENDERECO,ENDC,BAIRRO,BAIRRO_CORRESP
SAM_ENDERECO,ENDC,CEP,CEP_CORRESP
SAM_ENDERECO,ENDC,COMPLEMENTO,COMPLEMENTO_CORRESP
SAM_ENDERECO,ENDC,LOGRADOURO,ENDERECO_CORRESP
SAM_ENDERECO,ENDC,NUMERO,NUMERO_CORRESP
ESTADOS,ESTR,HANDLE,ESTADO
ESTADOS,ESTR,SIGLA,UF
ESTADOS,ESTC,HANDLE,ESTADO_CORRESP
ESTADOS,ESTC,SIGLA,UF_CORRESP
SAM_UNIMED,UNIO,HANDLE,UNIMED_ORIGEM
SAM_UNIMED,UNIO,CODIGO,UNI_ORIGEM
SFN_PESSOA,UNIO_PES,HANDLE,UNIMED_ORIGEM_PESSOA
SFN_PESSOA,UNIO_PES,NOME,UNI_ORIGEM_RAZAOSOCIAL
SAM_POLITICA,POL,HANDLE,POLITICA
SAM_POLITICA,POL,DESCRICAO,POLITICA
SFN_PESSOA,CPES,HANDLE,CPES
SFN_PESSOA,LPES,HANDLE,LPES
SAM_ENDERECO,ENDUNIO,HANDLE,ENDERECO_UNIMED_ORIGEM
ESTADOS,ESTUNIO,HANDLE,ESTADO_UNIMED_ORIGEM
ESTADOS,ESTUNIO,SIGLA,UF_UNI_ORIGEM
SAM_CAMARACOMPENSACAO_PREST,CAMCOMpre,HANDLE,CAMARA_COMPENSACAO_PREST
SAM_CAMARACOMPENSACAO,CAMCOM,HANDLE,CAMARA_COMPENSACAO
SAM_CAMARACOMPENSACAO,CAMCOM,DESCRICAO,UNI_ORIGEM_CAMARA_COMPENSACAO
SAM_CAMARACOMPENSACAO,CAMCOM,TIPOCAMARA,UNI_ORIGEM_TIPO_CAMARA_COMP
SAM_BENEFICIARIO_MOD_REPASSE,SBMR1,HANDLE,REPASSE
SAM_BENEFICIARIO_MOD_REPASSE,SBMR1,DATAINICIAL,DATA_INICIO_REPASSE
SAM_BENEFICIARIO_MOD_REPASSE,SBMR1,DATAFINAL,DATA_FINAL_REPASSE
SAM_BENEFICIARIO_MOD,SBMO1,HANDLE,REPASSE
SAM_BENEFICIARIO_MOD_REPASSE,SBMR2,HANDLE,REPASSE
SAM_BENEFICIARIO_MOD,SBMO2,HANDLE,REPASSE
SAM_BENEFICIARIO_HISTORICO,BHI,HANDLE,REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI,DATAATIVACAO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI2,HANDLE,REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI2,DATAATIVACAO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI3,HANDLE,REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI3,DATAATIVACAO,DATA_REATIVACAO
SAM_BENEFICIARIO_MOD,BENMODI,HANDLE,UNIMED_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI,HANDLE,UNIMED_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI,UNIMEDDESTINO,UNIMED_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI2,HANDLE,UNIMED_DESTINO
SAM_BENEFICIARIO_MOD,BENMODI2,HANDLE,UNIMED_DESTINO
SAM_UNIMED,UNIDESI,HANDLE,UNIMED_DESTINO
SAM_UNIMED,UNIDESI,CODIGO,UNI_DESTINO
SFN_PESSOA,UNIDES_PESI,HANDLE,UNIMED_DESTINO_PESSOA
SFN_PESSOA,UNIDES_PESI,NOME,UNI_DESTINO_RAZAOSOCIAL
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,HANDLE,CARTAO_IDENTIFICACAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAFINALVALIDADE,DATA_VALID_CARTEIRA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAGERACAO,DATA_GERAC_CARTEIRA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAEMISSAO,DATA_EMISS_CARTEIRA
