column_name,colum_name_renamed,origem,table_name,table_alias,column_name_1,column_name_2,alias,rule
TELEFONE,TELEFONE,,,,,NUMERO1,TELEFONE,'('||ENDR.DDD1||') '||ENDR.PREFIXO1||'-'||ENDR.NUMERO1
TIPO_BENEFICIARIO,TIPO_BENEFICIARIO,,,,,UNIMED_DESTINO,TIPO_BENEFICIARIO,"CASE WHEN NVL(UNIO.CODIGO,'0032') = '0032' AND NVL(UNIDES.UNIMED_DESTINO,'0032') = '0032' THEN 'Próprio' WHEN NVL(UNIDES.UNIMED_DESTINO,'0032') <> '0032' THEN 'Repassado' WHEN NVL(UNIO.CODIGO,'0032') <> '0032' THEN CASE WHEN BEN.TABORIGEM = 2 THEN 'Assumido' WHEN BEN.TABORIGEM = 3 THEN 'Assumido-Eventual' ELSE 'Assumido' END END"
UNI_ORIGEM_CAMARA_COMPENSACAO,UNI_ORIGEM_CAMARA_COMPENSACAO,,,,,HANDLE,UNI_ORIGEM_CAMARA_COMPENSACAO,CASE WHEN UNIO.HANDLE IS NULL THEN 'Estadual' WHEN CAMCOM.DESCRICAO IS NULL THEN 'Sem Informação' ELSE CAMCOM.DESCRICAO END
CELULAR_CORRESP,CELULAR_CORRESP,,,,,PREFIXOCELULAR,CELULAR_CORRESP,'('||ENDC.DDDCELULAR||') '||ENDC.PREFIXOCELULAR||'-'||ENDC.NUMEROCELULAR
TELEFONE2,TELEFONE2,,,,,PREFIXO2,TELEFONE2,'('||ENDR.DDD2||') '||ENDR.PREFIXO2||'-'||ENDR.NUMERO2
TELEFONE,TELEFONE,,,,,PREFIXO1,TELEFONE,'('||ENDR.DDD1||') '||ENDR.PREFIXO1||'-'||ENDR.NUMERO1
TELEFONE1_CORRESP,TELEFONE1_CORRESP,,,,,DDD1,TELEFONE1_CORRESP,'('||ENDC.DDD1||') '||ENDC.PREFIXO1||'-'||ENDC.NUMERO1
CELULAR_CORRESP,CELULAR_CORRESP,,,,,DDDCELULAR,CELULAR_CORRESP,'('||ENDC.DDDCELULAR||') '||ENDC.PREFIXOCELULAR||'-'||ENDC.NUMEROCELULAR
TELEFONE,TELEFONE,,,,,DDD1,TELEFONE,'('||ENDR.DDD1||') '||ENDR.PREFIXO1||'-'||ENDR.NUMERO1
COD_BENEFICIARIO_ANS,COD_BENEFICIARIO_ANS,,,,,,,
CPF_BENEFICIARIO,CPF_BENEFICIARIO,,,,,,,
DATA_INGRESSO,DATA_INGRESSO,,,,,,,
DATA_NASCIMENTO,DATA_NASCIMENTO,,,,,,,
TIPO_DEPENDENTE,TIPO_DEPENDENTE,,,,,,,
DATA_INICIO_INAT_FAMILIA,DATA_INICIO_INAT_FAMILIA,,,,,,,
DATA_VENDA_FAMILIA,DATA_VENDA_FAMILIA,,,,,,,
DATA_PRIM_ADESAO_BENEF,DATA_PRIM_ADESAO_BENEF,,,,,,,
BAIRRO_CORRESP,BAIRRO_CORRESP,,,,,,,
IDADE_ADAPTACAO,IDADE_ADAPTACAO,,,,,,,
POSSUI_BIOMETRIA,POSSUI_BIOMETRIA,,,,,BENEFICIARIO,POSSUI_BIOMETRIA,"CASE WHEN EXISTS (SELECT 1 FROM   AWE_BIOMETRIA BIO WHERE  BIO.TIPO = 'B' AND    BIO.OPERADORA||SUBSTR(BIO.CODIGO,1,LENGTH(BIO.CODIGO)-1) = BEN.BENEFICIARIO) THEN 'Sim' ELSE 'Não' END"
K_EMAIL_IW,K_EMAIL_IW,,,,,,,
NUMERO_FATURA,NUMERO_FATURA,,,,,,,
DATA_REATIVACAO,DATA_REATIVACAO,,,,,DATACANCELAMENTO,DATA_REATIVACAO,CASE WHEN BEN.DATACANCELAMENTO > REATIVACAO.DATA_REATIVACAO THEN NULL ELSE REATIVACAO.DATA_REATIVACAO END
SITUACAO_FAMILIA,SITUACAO_FAMILIA,,,,,LEIDEMITIDOSAPOSENTADOS,SITUACAO_FAMILIA,CASE WHEN FAM.LEIDEMITIDOSAPOSENTADOS = 1 THEN 'Ativo' WHEN FAM.LEIDEMITIDOSAPOSENTADOS = 2 THEN 'Demitido' WHEN FAM.LEIDEMITIDOSAPOSENTADOS = 3 THEN 'Aposentado' END
TIPO_RESPONSAVEL,TIPO_RESPONSAVEL,,,,,LOCALFATURAMENTO,TIPO_RESPONSAVEL,CASE WHEN CON.LOCALFATURAMENTO = 'C' THEN 'P' WHEN CON.LOCALFATURAMENTO = 'L' THEN 'P' WHEN CON.LOCALFATURAMENTO = 'F' THEN CASE WHEN FAM.TITULARRESPONSAVEL IS NOT NULL THEN 'B' WHEN FAM.PESSOARESPONSAVEL IS NOT NULL THEN 'P' END END
MOTIVO_INCLUSAO,MOTIVO_INCLUSAO,,,,,MOTIVOINCLUSAO,MOTIVO_INCLUSAO,CASE WHEN BEN.MOTIVOINCLUSAO = 5 THEN 'Novo beneficiário' WHEN BEN.MOTIVOINCLUSAO = 6 THEN 'Transferência voluntária de carteira' WHEN BEN.MOTIVOINCLUSAO = 7 THEN 'Transferência compulsória de carteira' ELSE NULL END
TIPO_BENEFICIARIO,TIPO_BENEFICIARIO,,,,,TABORIGEM,TIPO_BENEFICIARIO,"CASE WHEN NVL(UNIO.CODIGO,'0032') = '0032' AND NVL(UNIDES.UNIMED_DESTINO,'0032') = '0032' THEN 'Próprio' WHEN NVL(UNIDES.UNIMED_DESTINO,'0032') <> '0032' THEN 'Repassado' WHEN NVL(UNIO.CODIGO,'0032') <> '0032' THEN CASE WHEN BEN.TABORIGEM = 2 THEN 'Assumido' WHEN BEN.TABORIGEM = 3 THEN 'Assumido-Eventual' ELSE 'Assumido' END END"
NAO_TEM_CARENCIA,NAO_TEM_CARENCIA,,,,,NAOTEMCARENCIA,NAO_TEM_CARENCIA,"DECODE(BEN.NAOTEMCARENCIA, 'S','Sim','N','Não')"
TIPO_FATURAMENTO_REP,TIPO_FATURAMENTO_REP,,,,,UNIMED_DESTINO,TIPO_FATURAMENTO_REP,"CASE WHEN UNIDES.UNIMED_DESTINO IS NOT NULL THEN ( SELECT TIP.DESCRICAO FROM SIS_TIPOFATURAMENTO  TIP , SAM_UNIMED           UNI , SAM_REPASSEINTER     REP WHERE TIP.HANDLE       = REP.TIPOFATURAMENTO AND UNI.CODIGO       = UNIDES.UNIMED_DESTINO AND UNI.HANDLE       = REP.UNIMEDDESTINO AND REP.DATAINICIAL <= TRUNC(SYSDATE) AND ( REP.DATAFINAL IS NULL OR REP.DATAFINAL >= TRUNC(SYSDATE) ) AND REP.CONTRATO      = CON.HANDLE AND ROWNUM            = 1 ) ELSE NULL END"
TELEFONE2_CORRESP,TELEFONE2_CORRESP,,,,,DDD2,TELEFONE2_CORRESP,'('||ENDC.DDD2||') '||ENDC.PREFIXO2||'-'||ENDC.NUMERO2
ID_MOTIVO_CANC,ID_MOTIVO_CANC,,,,,DATACANCELAMENTO,ID_MOTIVO_CANC,CASE WHEN BEN.DATACANCELAMENTO < SYSDATE THEN BEN.MOTIVOCANCELAMENTO WHEN MCAN.CODIGO = 101 AND (BEN.TABORIGEM = 3 OR (BEN.TABORIGEM = 2 AND CON.ESPELHO = 'S')) THEN NULL ELSE BEN.MOTIVOCANCELAMENTO END
MOTIVO_CANC,MOTIVO_CANC,,,,,DATACANCELAMENTO,MOTIVO_CANC,CASE WHEN BEN.DATACANCELAMENTO < SYSDATE THEN MCAN.DESCRICAO WHEN MCAN.CODIGO = 101 AND (BEN.TABORIGEM = 3 OR (BEN.TABORIGEM = 2 AND CON.ESPELHO = 'S')) THEN NULL ELSE MCAN.DESCRICAO END
CPT,CPT,,,,,DATAADESAO,CPT,CASE  WHEN ((SELECT MAX(CID.QTDCPT) FROM SAM_BENEFICIARIO_CID CID       WHERE CID.BENEFICIARIO = BEN.HANDLE) > SYSDATE - CON.DATAADESAO) OR ((SELECT MAX(EVE.QTDCPT) FROM SAM_BENEFICIARIO_EVENTO EVE    WHERE EVE.BENEFICIARIO = BEN.HANDLE) > SYSDATE - CON.DATAADESAO) OR ((SELECT MAX(PAT.QTDCPT) FROM SAM_BENEFICIARIO_PATOLOGIA PAT WHERE PAT.BENEFICIARIO = BEN.HANDLE) > SYSDATE - CON.DATAADESAO) THEN           'S' ELSE           'N' END
CODIGO_UNI_PAG,CODIGO_UNI_PAG,,,,,BENEFICIARIO,CODIGO_UNI_PAG,"SUBSTR(BEN.BENEFICIARIO,1,4)"
DATA_CANCELAMENTO_FAMILIA,DATA_CANCELAMENTO_FAMILIA,,,,,,,
ID_CONTRATANTE_LOT,ID_CONTRATANTE_LOT,,,,,HANDLE,ID_CONTRATANTE_LOT,"NVL(LOT.HANDLE,0)"
ID_BENEFICIARIO,ID_BENEFICIARIO,,,,,HANDLE,ID_BENEFICIARIO,NULL
VALOR_FATURADO,VALOR_FATURADO,,,,,,,
DATA_FINAL_VALIDADE,DATA_FINAL_VALIDADE,,,,,,,
DATA_INICIAL_VALIDADE,DATA_INICIAL_VALIDADE,,,,,,,
DATA_ATENDIMENTO_ATE,DATA_ATENDIMENTO_ATE,,,,,,,
DATA_FALECIMENTO,DATA_FALECIMENTO,,,,,,,
K_TELEFONE1_IW,K_TELEFONE1_IW,,,,,,,
DW_ALT,DW_ALT,,,,,,,
ID_PLANO,ID_PLANO,,,,,,,
CIDADE,CIDADE,,,,,,,
DATA_ADESAO,DATA_ADESAO,,,,,,,
DATA_ADESAO_FAMILIA,DATA_ADESAO_FAMILIA,,,,,,,
DATA_GERAC_CARTEIRA,DATA_GERAC_CARTEIRA,,,,,,,
DATA_EMISS_CARTEIRA,DATA_EMISS_CARTEIRA,,,,,,,
ENDERECO,ENDERECO,,,,,,,
ESTADO_CIVIL,ESTADO_CIVIL,,,,,,,
NUM_PROPOSTA_FAMILIA,NUM_PROPOSTA_FAMILIA,,,,,,,
MATRICULA_UNICA,MATRICULA_UNICA,,,,,,,
NACIONALIDADE,NACIONALIDADE,,,,,,,
NOME_MAE,NOME_MAE,,,,,,,
ORGAO_EMISSOR_RG,ORGAO_EMISSOR_RG,,,,,,,
RG_BENEFICIARIO,RG_BENEFICIARIO,,,,,,,
UF,UF,,,,,,,
UF_RG,UF_RG,,,,,,,
CODIGO_IBGE,CODIGO_IBGE,,,,,,,
COMPLEMENTO_CORRESP,COMPLEMENTO_CORRESP,,,,,,,
DW_INC,DW_INC,,,,,,,
DATA_ADAPTACAO,DATA_ADAPTACAO,,,,,,,
ORIGEM_CARENCIA,ORIGEM_CARENCIA,,,,,,,
DATA_INCLUSAO_FAMILIA,DATA_INCLUSAO_FAMILIA,,,,,,,
K_EMAIL_ZENITE,K_EMAIL_ZENITE,,,,,,,
K_TELEFONE2_IW,K_TELEFONE2_IW,,,,,,,
K_TELEFONE3_IW,K_TELEFONE3_IW,,,,,,,
K_TELEFONE4_IW,K_TELEFONE4_IW,,,,,,,
DATA_ULTIMA_ATU_CADASTRAL,DATA_ULTIMA_ATU_CADASTRAL,,,,,,,
VIA_CARTAO,VIA_CARTAO,,,,,,,
DESCRICAO_ROTINA_CARTAO,DESCRICAO_ROTINA_CARTAO,,,,,,,
ID_BENEFICIARIO_RESP,ID_BENEFICIARIO_RESP,,,,,FAMILIA,ID_BENEFICIARIO_RESP,(SELECT MAX(BEN_TIT.HANDLE) FROM   SAM_BENEFICIARIO BEN_TIT WHERE  BEN_TIT.FAMILIA   = BEN.FAMILIA AND    BEN_TIT.EHTITULAR = 'S')
ID_RESP_FINANCEIRO,ID_RESP_FINANCEIRO,,,,,LOCALFATURAMENTO,ID_RESP_FINANCEIRO,CASE WHEN CON.LOCALFATURAMENTO = 'C' THEN CPES.HANDLE --CPES WHEN CON.LOCALFATURAMENTO = 'L' THEN LPES.HANDLE --LPES WHEN CON.LOCALFATURAMENTO = 'F' THEN CASE WHEN FAM.TITULARRESPONSAVEL IS NOT NULL THEN FBEN.HANDLE --FBEN WHEN FAM.PESSOARESPONSAVEL  IS NOT NULL THEN SFNP.HANDLE --SFNP END END
COD_PAIS_RG_ANS,COD_PAIS_RG_ANS,,,,,,,
DATA_CANCELAMENTO,DATA_CANCELAMENTO,,,,,DATACANCELAMENTO,DATA_CANCELAMENTO,CASE WHEN BEN.DATACANCELAMENTO < SYSDATE THEN BEN.DATACANCELAMENTO WHEN MCAN.CODIGO = 101 AND (BEN.TABORIGEM = 3 OR (BEN.TABORIGEM = 2 AND CON.ESPELHO = 'S')) THEN NULL ELSE BEN.DATACANCELAMENTO END
MATRIC_BEN_EMPRESA,MATRIC_BEN_EMPRESA,,,,,MATRICULAFUNCIONAL,MATRIC_BEN_EMPRESA,"CASE WHEN CON.CONTRATO = 53478 AND TPDEP.DESCRICAO = 'Titular' THEN LPAD(BEN.MATRICULAFUNCIONAL,6,0) ELSE BEN.MATRICULAFUNCIONAL END"
TELEFONE,TELEFONE,,,,,RA_TELEFON,TELEFONE,TRIM
CELULAR,CELULAR,,,,,NUMEROCELULAR,CELULAR,'('||ENDR.DDDCELULAR||') '||ENDR.PREFIXOCELULAR||'-'||ENDR.NUMEROCELULAR
UNI_DESTINO_RAZAOSOCIAL,UNI_DESTINO_RAZAOSOCIAL,,,,,UNIMED_DESTINO_RAZAOSOCIAL,UNI_DESTINO_RAZAOSOCIAL,"NVL(UNIDES.UNIMED_DESTINO_RAZAOSOCIAL,'UNIMED CURITIBA SOC COOPERATIVA MEDICOS')"
UNI_ORIGEM_DESC_POLITICA,UNI_ORIGEM_DESC_POLITICA,,,,,DESCRICAO,UNI_ORIGEM_DESC_POLITICA,"NVL(POL.DESCRICAO,'Estadual')"
UNI_ORIGEM_TIPO_CAMARA_COMP,UNI_ORIGEM_TIPO_CAMARA_COMP,,,,,TIPOCAMARA,UNI_ORIGEM_TIPO_CAMARA_COMP,"CASE WHEN UNIO.HANDLE IS NULL THEN '2-Federativa' WHEN CAMCOM.TIPOCAMARA IS NULL THEN 'Sem Informação' ELSE DECODE(CAMCOM.TIPOCAMARA ,1,'1-Intra-Federativa',2,'2-Federativa',3,'3-Inter-Federativa',4,'4-Nacional') END"
DATA_INICIAL_TETO_COBRANCA,DATA_INICIAL_TETO_COBRANCA,,,,,DATAINICIAL,DATA_INICIAL_TETO_COBRANCA,NULL
ID_CONTRATANTE,ID_CONTRATANTE,,,,,,,
K_TELEFONE1_ZENITE,K_TELEFONE1_ZENITE,,,,,,,
K_TELEFONE2_ZENITE,K_TELEFONE2_ZENITE,,,,,,,
K_EMAIL_IRIS,K_EMAIL_IRIS,,,,,,,
K_EMAIL_SAC,K_EMAIL_SAC,,,,,,,
K_TELEFONE_RES_SAC,K_TELEFONE_RES_SAC,,,,,,,
K_TELEFONE_CONTATO_SAC,K_TELEFONE_CONTATO_SAC,,,,,,,
K_TELEFONE_CELULAR_SAC,K_TELEFONE_CELULAR_SAC,,,,,,,
DATA_ULTIMO_REAJUSTE_FAMILIA,DATA_ULTIMO_REAJUSTE_FAMILIA,,,,,,,
UNI_DESTINO,UNI_DESTINO,,,,,UNIMED_DESTINO,UNI_DESTINO,"NVL(UNIDES.UNIMED_DESTINO,'0032')"
UNI_ORIGEM_RAZAOSOCIAL,UNI_ORIGEM_RAZAOSOCIAL,,,,,NOME,UNI_ORIGEM_RAZAOSOCIAL,"NVL(NVL(UNIO_PES.NOME,UNIO.RAZAOSOCIAL),'UNIMED CURITIBA SOC COOPERATIVA MEDICOS')"
TIPO_FATURAMENTO_REP,TIPO_FATURAMENTO_REP,,,,,HANDLE,TIPO_FATURAMENTO_REP,"CASE WHEN UNIDES.UNIMED_DESTINO IS NOT NULL THEN ( SELECT TIP.DESCRICAO FROM SIS_TIPOFATURAMENTO  TIP , SAM_UNIMED           UNI , SAM_REPASSEINTER     REP WHERE TIP.HANDLE       = REP.TIPOFATURAMENTO AND UNI.CODIGO       = UNIDES.UNIMED_DESTINO AND UNI.HANDLE       = REP.UNIMEDDESTINO AND REP.DATAINICIAL <= TRUNC(SYSDATE) AND ( REP.DATAFINAL IS NULL OR REP.DATAFINAL >= TRUNC(SYSDATE) ) AND REP.CONTRATO      = CON.HANDLE AND ROWNUM            = 1 ) ELSE NULL END"
CODIGO_BENEFICIARIO,CODIGO_BENEFICIARIO,,,,,,,
ANOTACAO_ADM_FAMILIA,ANOTACAO_ADM_FAMILIA,,,,,FAMILIA,ANOTACAO_ADM_FAMILIA,"(SELECT LISTAGG(SUBSTR('('||TO_CHAR(F.DATA,'DD/MM/YYYY')||') '||A.DESCRICAO||': '||SUBSTR(F.OBSERVACAO,0,255),0,4000), ', ') WITHIN GROUP (ORDER BY 1) FROM   SAM_FAMILIA_ANOTADM F LEFT   JOIN SAM_ANOTACAOADMINISTRATIVA A ON F.ANOTACAO = A.HANDLE WHERE   F.FAMILIA = BEN.FAMILIA)"
VALOR_TETO_COBRANCA,VALOR_TETO_COBRANCA,,,,,VALORTETOPF,VALOR_TETO_COBRANCA,NULL
BLOQUEAR_RECAD_BIO_AUT_WEB,BLOQUEAR_RECAD_BIO_AUT_WEB,,,,,BLOQUEIARECADBIOAUTORIZADORWEB,BLOQUEAR_RECAD_BIO_AUT_WEB,"DECODE(BEN.BLOQUEIARECADBIOAUTORIZADORWEB,'S','Sim','N','Não')"
TELEFONE2,TELEFONE2,,,,,NUMERO2,TELEFONE2,'('||ENDR.DDD2||') '||ENDR.PREFIXO2||'-'||ENDR.NUMERO2
