table_name,alias,column_name,column_alias
SAM_UNIMED,UNIO,CODIGO,UNI_ORIGEM
SAM_UNIMED,UNIO,RAZAOSOCIAL,UNI_ORIGEM_RAZAOSOCIAL
SAM_UNIMED,UNIO,HANDLE,TIPO_BENEFICIARIO
SAM_UNIMED,UNIO,HANDLE,UNI_ORIGEM_CAMARA_COMPENSACAO
SAM_UNIMED,UNIO,HANDLE,UNI_ORIGEM_TIPO_CAMARA_COMP
SFN_PESSOA,UNIO_PES,NOME,UNI_ORIGEM_RAZAOSOCIAL
SAM_POLITICA,POL,DESCRICAO,UNI_ORIGEM_DESC_POLITICA
SFN_PESSOA,CPES,HANDLE,ID_RESP_FINANCEIRO
SFN_PESSOA,LPES,HANDLE,ID_RESP_FINANCEIRO
SAM_ENDERECO,ENDUNIO,ESTADO,UF_UNI_ORIGEM
ESTADOS,ESTUNIO,SIGLA,UF_UNI_ORIGEM
SAM_CAMARACOMPENSACAO_PREST,CAMCOMPRE,UNIMED,UNI_ORIGEM_CAMARA_COMPENSACAO
SAM_CAMARACOMPENSACAO,CAMCOM,DESCRICAO,UNI_ORIGEM_CAMARA_COMPENSACAO
SAM_CAMARACOMPENSACAO,CAMCOM,TIPOCAMARA,UNI_ORIGEM_TIPO_CAMARA_COMP
SAM_BENEFICIARIO_MOD_REPASSE,SBMR1,DATAINICIAL,DATA_INICIO_REPASSE
SAM_BENEFICIARIO_MOD_REPASSE,SBMR1,DATAFINAL,DATA_FINAL_REPASSE
SAM_BENEFICIARIO_MOD,SBMO1,BENEFICIARIO,DATA_INICIO_REPASSE
SAM_BENEFICIARIO_MOD,SBMO1,BENEFICIARIO,DATA_FINAL_REPASSE
SAM_BENEFICIARIO_MOD_REPASSE,SBMR2,HANDLE,DATA_INICIO_REPASSE
SAM_BENEFICIARIO_MOD,SBMO2,BENEFICIARIO,DATA_INICIO_REPASSE
SAM_BENEFICIARIO_HISTORICO,BHI,DATAATIVACAO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI,BENEFICIARIO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI2,HANDLE,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI2,BENEFICIARIO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI2,ORIGEM,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI2,DATAATIVACAO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI3,DATAATIVACAO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI3,BENEFICIARIO,DATA_REATIVACAO
SAM_BENEFICIARIO_HISTORICO,BHI3,ORIGEM,DATA_REATIVACAO
SAM_BENEFICIARIO_MOD,BENMODI,BENEFICIARIO,UNI_DESTINO
SAM_BENEFICIARIO_MOD,BENMODI,BENEFICIARIO,UNI_DESTINO_RAZAOSOCIAL
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI,BENEFICIARIOMOD,UNI_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI,BENEFICIARIOMOD,UNI_DESTINO_RAZAOSOCIAL
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI,UNIMEDDESTINO,UNI_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI,UNIMEDDESTINO,UNI_DESTINO_RAZAOSOCIAL
SAM_UNIMED,UNIDESI,CODIGO,UNI_DESTINO
SAM_UNIMED,UNIDESI,RAZAOSOCIAL,UNI_DESTINO_RAZAOSOCIAL
SFN_PESSOA,UNIDES_PESI,NOME,UNI_DESTINO_RAZAOSOCIAL
SAM_BENEFICIARIO_MOD,BENMODI2,BENEFICIARIO,UNI_DESTINO
SAM_BENEFICIARIO_MOD,BENMODI2,BENEFICIARIO,UNI_DESTINO_RAZAOSOCIAL
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI2,BENEFICIARIOMOD,UNI_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI2,BENEFICIARIOMOD,UNI_DESTINO_RAZAOSOCIAL
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI2,UNIMEDDESTINO,UNI_DESTINO
SAM_BENEFICIARIO_MOD_REPASSE,BENMODREPI2,UNIMEDDESTINO,UNI_DESTINO_RAZAOSOCIAL
SAM_UNIMED,UNIDESI2,CODIGO,UNI_DESTINO
SAM_UNIMED,UNIDESI2,CODIGO,UNI_DESTINO_RAZAOSOCIAL
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,HANDLE,TIPO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,BENEFICIARIO,TIPO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAFINALVALIDADE,DATA_VALID_CARTEIRA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAGERACAO,DATA_GERAC_CARTEIRA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAEMISSAO,DATA_EMISS_CARTEIRA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,TIPOCARTAO,TIPO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DV,DV_CARTAO_BENEF
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,VIA,VIA_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAINICIALVALIDADE,DATA_INICIAL_VALIDADE
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,DATAFINALVALIDADE,DATA_FINAL_VALIDADE
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,VALORFATURADO,VALOR_FATURADO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,FATURA,NUMERO_FATURA
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,SITUACAO,SITUACAO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BC,SITUACAOATUALIZADADOS,SITUACAO_ATUALIZACAO_DADOS
SAM_CONTRATO_TIPOCARTAO,CTP,HANDLE,TIPO_CARTAO
SAM_CONTRATO_TIPOCARTAO,CTP,TIPOCARTAO,TIPO_CARTAO
SAM_TIPOCARTAO,TP,HANDLE,TIPO_CARTAO
SAM_TIPOCARTAO,TP,DESCRICAO,TIPO_CARTAO
SFN_FATURA,FAT,HANDLE,NUMERO_FATURA
SFN_FATURA,FAT,NUMERO,NUMERO_FATURA
SAM_ROTINACARTAO_CARTAO,RCC,CARTAOIDENTIFICACAO,DESCRICAO_ROTINA_CARTAO
SAM_ROTINACARTAO,RC,HANDLE,DESCRICAO_ROTINA_CARTAO
SAM_ROTINACARTAO,RC,DESCRICAO,DESCRICAO_ROTINA_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BCI,HANDLE,TIPO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BCI,BENEFICIARIO,TIPO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BCI,DATAFINALVALIDADE,TIPO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BCI,DATAFINALVALIDADE,TIPO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BCI2,BENEFICIARIO,TIPO_CARTAO
SAM_BENEFICIARIO_CARTAOIDENTIF,BCI2,DATAFINALVALIDADE,TIPO_CARTAO
SAM_BENEFICIARIO,BEN_TIT,HANDLE,ID_BENEFICIARIO_RESP
SAM_BENEFICIARIO,BEN_TIT,FAMILIA,ID_BENEFICIARIO_RESP
SAM_BENEFICIARIO,BEN_TIT,EHTITULAR,ID_BENEFICIARIO_RESP
Z_GRUPOUSUARIOS,USU,NOME,USUARIO_INCLUSAO_FAMILIA
SIS_TIPOFATURAMENTO,TIP,DESCRICAO,TIPO_FATURAMENTO_REP
SAM_UNIMED,UNI,HANDLE,TIPO_FATURAMENTO_REP
SAM_UNIMED,UNI,CODIGO,TIPO_FATURAMENTO_REP
SAM_REPASSEINTER,REP,TIPOFATURAMENTO,TIPO_FATURAMENTO_REP
SAM_REPASSEINTER,REP,UNIMEDDESTINO,TIPO_FATURAMENTO_REP
SAM_REPASSEINTER,REP,DATAINICIAL,TIPO_FATURAMENTO_REP
SAM_REPASSEINTER,REP,DATAFINAL,TIPO_FATURAMENTO_REP
SAM_REPASSEINTER,REP,CONTRATO,TIPO_FATURAMENTO_REP
SAM_FAMILIA_ANOTADM,F,DATA,ANOTACAO_ADM_FAMILIA
SAM_FAMILIA_ANOTADM,F,OBSERVACAO,ANOTACAO_ADM_FAMILIA
SAM_FAMILIA_ANOTADM,F,FAMILIA,ANOTACAO_ADM_FAMILIA
SAM_ANOTACAOADMINISTRATIVA,A,DESCRICAO,ANOTACAO_ADM_FAMILIA
AWE_BIOMETRIA,BIO,TIPO,POSSUI_BIOMETRIA
AWE_BIOMETRIA,BIO,OPERADORA,POSSUI_BIOMETRIA
AWE_BIOMETRIA,BIO,CODIGO,POSSUI_BIOMETRIA
SAM_CONTRATO_ORIGEMCARENCIA,COC,HANDLE,ORIGEM_CARENCIA
SAM_CONTRATO_ORIGEMCARENCIA,COC,ORIGEMCARENCIA,ORIGEM_CARENCIA
SAM_ORIGEMCARENCIA,OCA,HANDLE,ORIGEM_CARENCIA
SAM_ORIGEMCARENCIA,OCA,DESCRICAO,ORIGEM_CARENCIA
SAM_BENEFICIARIO_CID,CID,QTDCPT,CPT
SAM_BENEFICIARIO_CID,CID,BENEFICIARIO,CPT
SAM_BENEFICIARIO_EVENTO,EVE,QTDCPT,CPT
SAM_BENEFICIARIO_EVENTO,EVE,BENEFICIARIO,CPT
SAM_BENEFICIARIO_PATOLOGIA,PAT,QTDCPT,CPT
SAM_BENEFICIARIO_PATOLOGIA,PAT,BENEFICIARIO,CPT
